,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,num
137,0,1,0,0,1,0,1,1,1,1
138,1,0,0,1,0,0,0,1,1,2
139,0,1,0,0,1,1,0,0,0,5
140,0,0,1,1,1,1,0,1,0,1
141,0,1,0,1,0,0,0,0,1,3
142,0,0,1,0,0,0,1,1,0,2
143,0,0,0,1,1,0,1,0,1,1
144,0,0,1,1,0,1,0,1,0,2
145,0,0,1,1,1,1,0,0,1,1
146,0,1,1,1,1,0,0,0,1,1
147,0,0,1,1,0,0,1,0,0,2
148,1,0,0,0,1,0,1,0,1,2
149,0,1,0,1,0,1,1,1,0,1
150,0,0,1,1,0,0,0,1,1,1
151,0,0,0,0,1,0,1,1,0,4
152,1,1,1,1,1,0,0,0,0,1
153,0,1,1,0,1,1,0,0,0,3
154,1,1,0,1,1,0,1,0,0,3
155,0,0,1,1,0,0,1,1,0,1
156,1,1,0,0,0,1,0,0,0,5
157,0,0,0,0,0,1,1,0,1,3
158,1,1,0,0,1,1,0,0,1,1
159,0,0,0,1,1,1,1,0,0,2
160,1,0,1,0,0,0,1,0,0,5
161,0,0,0,1,1,1,0,1,1,1
162,0,0,1,0,1,0,1,0,1,2
163,1,1,1,0,1,0,0,1,0,1
164,0,1,0,0,1,1,1,0,0,3
165,1,0,0,0,1,0,1,0,0,4
166,1,0,0,1,0,0,1,0,0,1
167,0,0,1,1,1,1,0,0,0,2
168,0,0,0,0,1,1,1,0,0,2
169,1,0,0,0,1,1,0,0,1,2
170,0,0,0,0,0,1,0,1,0,3
171,1,0,1,0,1,0,0,0,1,4
172,1,0,0,0,0,0,1,1,0,2
173,0,0,1,0,1,1,0,1,1,1
174,1,1,0,1,0,0,0,0,0,8
175,1,0,0,0,1,0,0,1,1,1
176,1,1,1,1,1,0,0,1,0,1
177,0,0,0,0,1,1,0,1,1,1
178,0,1,0,1,1,0,0,0,1,2
179,1,0,1,1,1,0,0,1,0,1
180,1,0,0,1,1,0,0,1,1,2
181,0,0,0,0,1,1,1,0,1,1
182,1,0,1,1,0,0,0,0,1,1
183,1,0,0,0,0,0,0,1,1,1
184,0,0,0,1,0,1,1,0,0,1
185,0,0,0,1,0,0,1,0,1,1
186,1,0,0,1,1,0,0,0,1,1
187,1,0,1,0,1,0,0,1,0,1
188,1,1,1,0,1,1,0,1,0,1
189,1,0,1,0,0,1,0,0,0,1
190,0,0,1,0,0,1,1,0,0,1
191,1,1,0,1,0,0,0,0,1,1
192,0,0,0,0,0,1,0,1,1,1
193,0,0,1,1,0,0,0,0,1,1
194,0,1,0,1,1,1,0,1,0,1
195,1,0,0,1,1,0,1,0,0,1
196,0,1,1,0,1,0,1,1,0,1
197,0,1,0,1,1,1,0,0,0,1
198,1,1,0,0,1,0,1,1,0,1
199,0,1,0,1,1,1,1,1,0,1
200,1,0,0,1,1,1,0,0,0,2
201,0,0,1,0,1,1,0,0,1,1
202,0,1,0,0,0,1,0,0,1,1
203,0,0,1,1,1,0,0,0,1,2
204,0,0,1,0,0,0,1,0,1,1
205,0,1,1,1,0,0,1,1,0,1
