,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,Data,Data,num
286,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
287,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4
288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
289,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
290,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
292,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,4
293,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
294,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
295,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
296,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,6
297,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
298,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
299,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
300,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
301,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
302,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10
303,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
304,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4
305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
306,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
307,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1
308,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
309,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
310,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
311,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
312,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4
313,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1
314,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
315,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
316,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
317,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
318,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
319,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8
320,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5
321,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4
322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
323,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
324,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
325,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
326,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
327,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
328,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
329,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4
330,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
331,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
332,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,14
333,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
334,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
335,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10
336,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
337,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8
338,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
339,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5
340,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9
341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
342,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2
343,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
344,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,8
