,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,Data,Data,num
169,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3
170,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12
171,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,28
172,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
174,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4
175,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,21
176,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29
177,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,15
178,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5
179,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22
180,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,5
181,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
182,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
183,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9
184,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
185,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13
187,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
188,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
189,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
190,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,18
191,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24
193,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
194,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15
195,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
196,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14
197,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2
198,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
199,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
201,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
202,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
203,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,9
204,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
205,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7
206,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
207,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12
209,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3
210,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8
211,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
212,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,3
213,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,14
214,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,14
215,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13
216,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
217,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
218,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,10
219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
220,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,8
221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21
222,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11
223,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
224,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
225,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
226,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3
227,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,9
228,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
