,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,num
188,0,0,1,0,0,0,1,1,1,0,1,1,0,4
189,0,1,1,1,0,0,0,1,0,0,1,1,1,1
190,0,1,1,0,1,0,1,1,0,1,1,0,1,3
191,0,0,0,0,1,1,1,1,1,1,0,0,1,3
192,0,0,1,1,0,0,1,1,1,1,1,0,1,1
193,1,1,0,0,0,0,0,1,1,1,1,1,1,6
194,0,1,0,0,0,1,1,1,1,1,1,1,0,5
195,0,0,0,0,1,0,1,0,1,1,1,0,1,3
196,0,1,1,0,1,0,1,1,1,1,1,0,1,1
197,0,0,0,0,1,1,1,1,0,1,1,1,1,4
198,0,0,1,1,1,1,1,1,1,0,1,0,1,7
199,0,1,1,0,1,0,1,1,0,1,1,0,0,1
200,1,0,0,0,0,0,0,1,1,1,1,1,0,3
201,0,0,1,1,1,0,1,0,1,1,0,1,1,1
202,0,1,0,0,1,1,1,1,1,1,1,0,1,5
203,1,1,0,0,1,1,1,0,1,1,1,1,1,1
204,1,0,0,0,0,1,1,1,1,1,1,0,1,4
205,1,0,0,0,1,1,1,1,1,1,1,0,1,7
206,0,0,0,0,0,0,0,1,1,1,1,1,0,7
207,1,0,0,0,1,0,1,0,0,1,1,0,1,1
208,1,1,1,1,0,0,1,0,1,0,1,1,1,8
209,0,0,0,0,0,0,1,1,1,1,1,0,0,6
210,1,0,0,0,0,0,0,1,0,1,0,1,1,1
211,0,0,1,0,1,1,0,1,1,1,1,0,1,1
212,0,0,1,1,0,1,1,1,1,0,1,0,1,1
213,1,0,1,0,0,1,1,1,1,0,1,1,1,2
214,0,0,1,0,0,1,1,1,1,1,1,0,1,1
215,0,1,0,1,0,1,1,1,1,1,0,0,1,1
216,0,0,1,1,0,0,1,1,0,1,0,1,1,1
217,1,0,0,0,1,0,1,0,1,1,1,0,1,1
218,0,1,0,0,1,0,1,1,0,1,1,1,1,1
219,0,0,1,0,0,0,1,1,1,1,0,1,1,10
220,0,0,0,0,1,0,1,0,1,1,1,1,1,3
221,0,1,1,0,0,0,1,1,1,1,1,1,0,1
222,0,0,0,1,0,0,1,1,0,1,0,1,1,2
223,0,0,1,1,0,1,1,1,1,0,1,1,0,7
224,0,0,1,1,0,1,1,1,1,1,1,1,0,3
225,0,0,1,0,1,1,1,1,1,0,1,0,1,2
226,0,0,0,1,1,1,1,1,1,1,0,1,1,13
227,1,0,1,0,0,0,1,1,1,0,1,1,1,6
228,1,1,0,0,1,0,1,0,1,1,1,1,1,2
229,0,0,0,0,0,0,1,0,1,1,1,0,1,9
230,0,0,1,1,0,0,1,1,1,0,1,1,0,3
231,1,0,1,1,0,0,1,1,0,0,1,1,1,2
232,1,0,1,1,0,1,1,1,1,0,1,1,1,2
233,1,1,0,0,1,1,1,0,1,1,1,0,1,8
234,1,1,0,1,0,1,1,1,1,1,1,1,1,1
235,0,0,1,1,1,0,1,1,1,0,1,1,1,5
236,0,0,0,0,0,1,1,0,1,1,1,1,0,5
237,0,0,0,0,1,1,1,1,1,0,1,0,1,4
238,1,0,1,1,0,0,1,1,1,0,1,1,1,11
239,0,1,0,0,1,1,1,0,0,1,1,0,1,1
240,0,1,1,0,1,1,1,1,0,1,1,0,1,2
241,0,0,0,1,0,1,1,1,1,1,1,0,1,2
242,0,0,0,0,0,1,0,1,0,1,1,1,1,1
243,0,0,0,1,1,0,0,1,1,1,0,1,1,8
244,1,0,0,0,0,1,0,1,1,1,1,1,0,4
245,1,1,0,0,0,1,1,0,1,1,1,1,0,5
246,0,0,1,1,1,0,0,1,1,0,1,1,1,1
247,1,0,1,0,0,0,0,1,0,1,1,1,1,1
248,1,1,0,0,1,0,1,0,1,1,1,0,1,3
249,0,0,0,1,0,1,1,0,1,1,0,0,1,1
250,0,0,0,0,0,1,1,1,0,1,1,0,1,1
251,0,0,0,0,1,1,1,0,0,1,1,0,1,1
252,0,1,0,0,1,0,1,1,1,1,1,1,1,2
253,0,0,0,0,0,0,1,0,1,1,0,1,1,4
254,1,0,1,1,0,0,1,1,1,1,1,1,1,2
255,1,0,1,1,0,1,1,1,1,0,1,1,0,2
256,0,0,1,0,0,0,0,1,1,1,1,0,1,1
257,1,0,1,0,0,1,0,1,1,0,1,1,1,1
258,0,1,0,0,0,0,1,1,1,1,0,1,1,5
259,1,1,0,0,0,0,1,1,0,1,1,1,1,5
260,0,0,0,0,0,1,1,1,1,1,0,1,0,4
261,0,0,0,0,1,1,1,1,1,1,0,1,1,1
262,1,0,1,1,0,0,1,1,1,0,0,1,1,1
263,0,0,0,1,1,1,1,1,1,1,0,1,0,4
264,0,0,0,0,0,0,1,1,1,1,0,0,1,2
265,0,1,1,0,0,0,1,1,0,1,0,1,1,4
266,1,1,1,1,1,0,1,1,0,1,0,1,1,1
267,1,1,0,0,1,0,1,1,0,1,1,0,1,1
268,0,0,0,0,1,1,1,1,0,1,1,0,0,2
269,0,0,0,0,1,0,1,0,1,1,0,1,1,1
270,0,1,1,0,0,1,1,1,1,1,1,1,1,2
271,0,0,1,0,0,1,1,1,1,1,0,1,1,1
272,0,0,0,1,0,0,1,1,0,1,1,0,1,1
273,0,0,0,1,1,0,1,1,1,1,0,1,0,2
274,0,0,0,1,1,0,1,1,1,1,1,0,1,4
275,1,0,0,0,0,0,1,0,1,0,1,1,1,1
276,0,1,1,0,1,0,1,1,0,1,1,1,1,2
277,0,0,0,0,0,0,1,1,1,0,1,1,0,2
278,0,1,0,0,1,0,1,1,1,1,1,0,0,1
279,1,0,1,1,0,0,0,1,1,1,1,1,1,1
280,1,0,1,0,0,0,1,1,1,1,0,0,1,1
281,1,0,0,0,0,1,1,0,1,1,1,1,1,3
282,1,0,0,0,1,0,0,1,1,1,1,0,1,1
283,0,1,0,1,0,0,1,1,0,0,1,1,1,4
284,0,0,1,0,0,0,1,0,0,1,1,1,1,2
285,1,0,1,0,1,1,1,1,0,0,1,0,1,1
286,0,0,0,0,1,0,1,1,1,1,0,0,1,4
287,0,0,0,1,0,0,1,1,1,0,1,1,0,1
288,0,0,0,0,1,0,1,1,0,1,1,1,1,5
289,1,0,0,1,1,0,1,1,1,1,0,1,0,1
290,0,0,0,0,0,0,1,0,0,1,1,0,1,1
291,0,0,1,0,0,1,0,1,1,1,1,1,0,1
292,0,0,0,0,0,0,1,1,1,0,0,1,1,7
293,0,1,0,1,1,0,1,1,1,1,0,1,1,4
294,0,0,0,0,1,0,1,1,1,0,1,1,1,2
295,1,1,0,0,0,1,1,1,1,1,1,1,1,1
296,1,0,1,1,0,1,0,1,1,0,1,1,1,2
297,1,0,1,0,1,0,1,1,1,1,1,0,1,1
298,0,0,0,0,1,1,1,1,1,1,1,0,0,2
299,0,0,0,0,0,0,1,1,0,0,0,1,1,1
300,0,0,1,0,0,0,1,1,0,1,1,1,0,1
301,1,1,0,1,0,0,0,1,0,1,1,1,1,1
302,0,1,0,1,0,0,1,1,1,1,0,1,1,2
303,0,0,0,0,1,1,0,1,1,1,1,0,1,7
304,0,1,1,0,0,1,1,1,1,1,1,1,0,1
305,1,0,0,0,1,0,1,0,1,1,1,1,1,1
306,0,1,0,0,0,0,1,0,0,1,1,1,1,4
307,0,1,0,1,1,0,1,0,1,1,0,1,1,1
308,0,0,0,0,0,1,0,1,1,1,1,1,0,3
309,0,0,0,1,0,1,1,1,1,0,1,1,0,2
310,0,1,1,1,0,0,1,0,0,1,1,1,1,1
311,0,0,1,1,0,1,1,1,1,1,1,0,1,2
312,1,0,1,0,0,0,1,0,1,1,1,1,1,4
313,0,0,1,1,0,0,1,1,1,1,0,1,1,2
314,0,0,1,0,1,0,1,1,1,1,1,0,1,3
315,0,0,0,1,1,1,1,1,1,0,1,0,1,3
316,0,0,0,1,1,1,1,1,1,1,1,0,1,7
317,1,0,0,0,0,1,0,1,1,0,1,1,1,1
318,1,1,0,1,0,0,1,1,0,1,1,1,1,1
319,1,0,0,0,1,1,1,1,0,1,1,1,0,1
320,0,1,1,0,0,0,1,1,1,1,1,0,1,1
321,0,1,1,0,0,0,1,1,1,0,1,1,1,3
322,0,0,1,0,0,1,0,1,1,1,1,1,1,1
323,0,0,0,1,1,0,1,0,1,1,1,1,1,1
324,0,1,1,1,0,0,1,1,0,1,0,1,1,1
325,1,0,0,1,0,1,0,1,1,1,1,1,0,1
326,1,0,0,1,0,0,0,1,1,1,0,1,1,2
327,1,0,1,1,1,0,0,1,1,0,0,1,1,1
328,1,0,0,1,1,1,0,1,1,1,0,1,0,1
329,0,0,0,0,0,0,0,1,0,0,1,1,1,1
330,0,1,0,0,0,1,1,0,0,1,1,1,0,1
331,0,0,0,1,0,0,0,1,1,1,0,1,1,1
332,0,0,0,1,0,1,1,1,1,1,0,1,1,2
333,0,0,0,1,0,1,1,1,1,0,1,1,1,1
334,0,0,0,1,1,0,1,1,1,0,1,1,1,1
335,0,1,1,0,0,0,1,0,1,1,1,1,1,3
336,1,0,1,1,0,0,1,0,1,1,1,1,1,3
337,0,1,0,0,0,0,0,0,1,1,1,0,1,1
338,0,1,0,0,0,1,0,1,1,1,1,1,0,1
339,1,0,0,1,0,1,1,1,1,1,1,1,1,2
340,0,0,0,0,1,0,1,1,1,1,1,1,0,2
341,0,0,1,1,1,0,1,1,1,0,1,0,1,3
342,0,0,1,0,0,0,1,1,1,0,1,0,1,2
343,1,0,1,1,1,0,1,1,1,1,0,1,1,1
344,0,1,0,0,0,0,1,1,1,1,1,1,0,2
345,0,0,1,0,0,0,1,1,1,0,0,1,1,1
346,0,0,1,1,0,0,1,1,0,1,1,1,1,4
347,1,1,0,1,1,0,1,0,1,1,0,1,0,1
348,1,0,0,0,1,0,0,1,0,1,0,1,1,1
349,0,1,1,1,0,0,1,1,1,1,1,1,1,3
350,1,1,1,0,0,0,1,1,0,1,1,0,1,2
351,1,1,1,1,0,0,1,0,1,1,1,1,1,2
352,1,1,0,0,0,0,1,0,1,1,1,0,1,6
353,1,0,0,0,1,0,1,1,1,1,1,1,0,1
354,0,1,1,0,0,0,1,1,0,1,1,1,0,3
355,1,1,0,0,0,0,1,0,1,1,1,1,0,6
356,0,0,1,1,1,1,1,1,1,1,0,1,0,1
357,1,1,1,1,0,1,1,0,1,1,1,1,1,1
358,1,0,0,0,0,0,0,1,1,1,1,0,1,2
359,0,0,1,0,0,0,0,1,0,1,1,1,1,2
360,1,0,1,0,0,0,1,0,1,0,1,1,1,2
361,0,0,1,0,0,0,1,0,1,0,1,1,1,1
362,1,0,0,1,1,0,1,1,1,1,1,1,1,1
363,0,1,0,0,1,0,0,1,1,1,1,1,1,1
364,1,0,1,0,0,1,1,1,1,1,1,1,0,2
365,0,1,1,0,0,1,1,1,0,1,1,1,0,5
366,0,0,1,0,0,1,1,1,1,1,1,0,0,1
367,1,0,0,0,1,1,1,0,1,1,1,0,1,2
368,1,0,0,0,0,0,0,1,1,1,0,1,1,2
369,1,0,0,0,0,0,0,0,1,0,1,1,1,1
370,0,0,0,0,0,1,1,1,1,0,1,0,1,1
371,1,1,1,0,0,0,1,0,1,0,1,1,1,4
372,0,0,0,1,0,1,1,0,1,1,1,1,0,1
373,1,0,1,0,0,0,0,1,1,0,1,1,1,1
374,0,0,0,1,1,1,1,1,0,1,0,1,1,2
375,0,0,1,1,1,0,0,1,1,0,1,0,1,1
376,0,0,0,0,0,1,1,0,1,1,1,0,1,2
377,1,1,0,0,1,0,1,1,1,1,1,0,1,1
378,1,0,0,1,0,0,1,0,1,1,1,1,1,3
379,0,1,0,0,0,0,1,1,0,0,1,1,1,3
380,1,0,1,0,0,0,0,1,1,1,1,1,0,1
381,0,0,1,1,0,0,1,1,1,0,1,0,1,2
382,0,0,0,1,0,0,1,1,0,0,1,1,1,3
383,0,0,1,1,1,0,1,1,1,1,1,1,1,1
384,0,0,1,1,1,0,1,1,1,0,0,1,1,2
385,1,1,0,0,1,0,1,0,1,1,0,1,1,1
386,1,0,1,1,0,0,1,0,0,1,1,1,1,1
387,1,1,1,1,0,0,1,1,1,1,1,1,1,1
388,0,1,1,0,0,0,1,1,0,1,1,0,0,1
389,0,1,1,1,0,1,1,1,0,1,1,1,1,1
390,1,0,0,1,0,1,0,1,1,1,1,1,1,1
391,1,1,0,0,0,0,0,1,0,1,1,1,1,1
392,1,0,0,0,0,0,0,0,0,1,1,1,1,2
393,1,0,1,0,1,1,1,1,1,1,1,0,1,1
394,1,0,0,0,0,1,1,1,1,0,1,1,1,1
395,0,1,0,0,0,0,0,1,0,1,1,1,1,2
396,0,0,0,1,0,0,1,0,1,0,1,1,1,1
397,1,0,0,0,1,0,1,1,0,1,1,0,1,1
398,1,1,0,1,1,0,1,0,0,1,0,1,1,1
399,1,0,0,1,0,0,1,1,1,1,0,1,1,3
400,0,0,0,0,0,0,0,0,1,0,1,1,1,1
401,0,0,0,0,0,0,1,1,0,1,0,1,0,1
402,1,0,0,0,1,0,0,1,1,1,1,1,1,2
403,0,0,1,0,1,1,1,1,1,1,1,1,1,1
404,1,0,0,1,1,0,1,0,1,1,0,1,1,3
405,0,1,0,0,0,0,1,0,1,0,1,1,1,1
406,0,1,0,0,0,1,1,1,0,0,1,1,1,1
407,0,0,0,0,1,1,1,1,1,0,1,1,1,1
408,1,1,1,1,0,0,1,1,0,1,1,1,1,1
409,1,1,0,1,1,0,1,1,1,1,0,1,1,1
410,0,0,0,0,1,0,1,0,0,1,1,0,1,1
411,0,0,0,1,1,0,1,0,1,1,0,1,1,2
412,1,1,1,0,0,1,1,0,1,0,1,1,1,1
413,1,1,0,0,0,1,1,1,1,1,1,1,0,1
414,0,0,0,0,0,1,0,0,1,1,1,1,0,1
415,0,1,0,0,1,1,1,0,1,1,1,1,1,1
416,0,0,0,0,0,0,0,0,1,1,1,1,0,1
417,1,1,0,0,0,0,1,1,1,1,1,0,1,1
418,0,1,0,0,0,1,1,1,1,0,1,1,1,1
419,0,1,1,1,1,0,1,1,0,0,0,1,1,1
420,0,0,0,0,0,1,1,1,0,0,1,1,0,1
421,0,1,0,1,1,0,1,1,1,1,1,1,1,2
422,0,0,0,0,0,0,0,1,1,1,0,1,0,1
423,1,0,0,0,1,1,1,0,0,1,1,0,1,1
424,1,0,1,0,0,0,0,0,1,1,1,1,1,1
425,0,0,0,0,1,0,1,1,0,1,0,1,1,1
426,0,1,0,0,0,1,0,1,1,1,1,1,1,1
427,0,0,0,0,0,0,1,1,1,1,0,1,0,3
428,0,1,0,0,0,1,1,1,1,0,1,1,0,1
429,0,0,1,1,0,0,0,1,1,0,0,1,1,1
430,1,0,0,1,1,0,1,1,1,0,0,1,1,1
431,0,0,0,1,0,1,0,1,1,1,1,1,1,1
432,1,0,0,1,0,0,1,1,0,1,1,1,1,1
433,1,1,0,0,0,1,1,1,0,1,1,1,1,1
434,1,1,0,1,0,0,0,1,1,1,1,1,1,2
435,0,0,1,1,0,0,0,1,1,1,1,1,1,1
436,1,0,0,0,0,1,0,0,1,1,0,1,1,1
437,0,0,1,1,1,1,1,1,1,1,1,0,1,1
438,0,0,0,1,1,1,1,1,1,1,0,0,1,1
439,0,0,1,0,1,0,1,0,1,0,0,1,1,1
440,0,0,1,1,1,0,1,1,1,1,1,0,1,1
441,1,0,1,0,0,1,1,1,1,1,1,1,1,1
442,1,0,1,0,0,1,0,1,1,1,1,1,1,1
443,0,0,0,0,0,1,1,1,0,1,0,1,1,1
444,0,0,0,1,0,0,1,0,0,1,1,1,1,1
445,1,0,1,1,0,0,1,0,1,0,1,1,1,2
446,0,0,1,0,0,0,1,0,1,1,1,1,0,1
447,0,0,0,1,1,1,1,1,1,0,0,0,1,1
448,1,1,1,0,0,0,1,1,1,1,1,1,1,1
