,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,num
336,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3
337,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
338,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,2
339,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,15
340,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
341,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,7
342,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
343,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4
344,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,3
345,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
346,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1
347,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,11
348,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,39
349,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,4
350,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,2
351,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
352,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6
353,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,3
354,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,8
355,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,5
356,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4
357,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,3
358,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,2
359,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3
360,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2
361,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2
362,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4
363,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,5
364,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,7
365,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
366,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,8
367,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,7
368,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7
369,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4
370,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1
371,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,9
372,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,3
373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
374,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,3
375,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
376,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,10
377,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2
378,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
379,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,6
380,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1
381,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,6
382,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,2
383,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1
384,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7
385,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,5
386,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2
387,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,3
388,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23
389,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3
390,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
391,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,9
392,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
393,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7
394,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
395,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3
396,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
397,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5
398,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,7
399,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1
