,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,Data,Data,Data,num
104,1,1,1,1,0,1,1,0,0,5
105,0,0,0,0,0,0,0,1,0,4
106,1,0,1,1,0,0,1,0,1,14
107,0,0,1,1,1,0,1,1,1,2
108,0,0,1,1,0,1,1,1,1,4
109,1,1,1,0,0,0,0,0,1,2
110,1,1,1,1,1,1,0,1,0,1
111,0,0,1,1,0,0,1,1,1,2
112,0,1,0,1,0,0,0,1,1,3
113,0,0,1,0,1,0,1,1,1,7
114,0,1,1,1,1,1,1,1,1,3
115,1,1,1,0,1,0,0,1,1,8
116,1,0,1,1,0,0,1,0,0,7
117,0,0,0,1,0,1,1,0,1,1
118,1,0,0,1,0,0,0,1,1,5
119,1,1,0,0,0,0,1,1,1,3
120,1,1,1,0,1,0,1,0,1,4
121,1,1,0,1,1,1,1,0,1,5
122,0,1,1,1,1,0,1,1,1,1
123,1,1,1,1,0,0,1,1,1,4
124,0,0,1,0,0,1,0,1,1,1
125,1,0,1,1,1,0,1,0,1,8
126,0,0,0,0,0,1,1,1,0,7
127,0,1,0,1,0,1,0,0,1,4
128,1,0,1,0,0,0,0,1,0,7
129,1,0,1,0,1,1,1,0,0,2
130,0,1,0,0,1,0,1,1,1,3
131,1,0,1,1,1,1,1,0,1,5
132,0,1,0,1,1,1,1,1,1,2
133,0,0,0,0,0,0,0,0,1,5
134,0,1,1,0,0,0,1,1,0,3
135,1,0,1,1,1,1,1,1,1,2
136,0,1,0,0,1,1,1,1,1,1
137,1,0,0,0,1,0,1,0,1,1
138,1,1,0,1,1,0,1,0,1,2
139,1,0,1,1,1,1,1,0,0,4
140,0,0,0,0,1,0,0,1,1,3
141,1,0,0,1,0,0,1,1,1,3
142,0,1,0,1,1,0,1,1,1,3
143,0,0,1,0,0,1,1,1,1,2
144,1,1,1,1,1,0,1,1,1,1
145,1,1,0,1,0,0,1,1,0,1
146,0,1,0,0,0,0,0,0,1,3
147,1,1,0,1,0,0,0,0,1,2
148,1,0,1,1,0,0,0,1,1,3
149,1,0,1,0,0,0,1,0,0,7
150,0,1,0,0,0,0,0,1,0,1
151,0,1,0,1,1,1,1,0,1,2
152,0,0,1,0,1,0,0,0,1,1
153,0,1,1,0,1,1,1,1,1,1
154,0,1,1,1,0,0,0,0,1,6
155,0,1,1,1,0,1,1,1,0,2
156,0,1,0,0,0,1,1,0,1,1
157,0,0,0,0,1,0,1,0,1,5
158,0,1,0,0,0,1,0,1,1,1
159,1,0,0,0,1,0,1,1,1,4
160,1,0,0,1,0,1,0,1,1,3
161,1,0,1,0,1,1,1,0,1,1
162,0,1,0,1,1,0,1,1,0,5
163,1,1,0,1,0,1,0,1,1,3
164,1,0,0,1,0,0,1,0,1,3
165,1,1,1,1,0,0,0,1,0,6
166,0,1,1,0,0,0,0,0,1,7
167,1,1,1,1,1,1,1,1,1,4
168,0,1,1,0,0,0,1,1,1,1
169,1,1,1,1,0,0,0,1,1,3
170,0,0,0,1,1,0,0,0,1,1
171,0,1,0,1,1,0,0,0,1,3
172,1,1,0,1,0,0,1,1,1,2
173,1,1,1,0,0,0,0,1,1,4
174,0,1,0,1,0,1,1,0,0,1
175,0,1,1,0,0,0,1,0,1,1
176,0,1,0,1,0,0,0,0,1,4
177,0,0,0,1,0,1,0,1,1,1
178,1,0,0,0,0,1,1,1,1,2
179,1,0,1,1,0,0,1,1,1,1
180,0,1,1,1,0,1,0,0,1,1
181,1,1,1,1,1,0,0,0,1,1
182,0,0,1,1,1,0,0,0,1,1
183,1,0,1,1,1,0,0,1,1,2
184,0,1,0,0,1,0,1,0,0,1
185,1,1,0,1,0,1,1,0,0,1
186,1,0,0,1,0,1,1,0,0,2
187,0,0,1,0,0,0,1,1,0,1
188,1,1,0,0,0,1,1,0,1,3
189,1,1,0,0,0,0,1,0,0,1
190,1,0,0,0,0,0,1,1,0,1
191,1,1,1,1,1,1,0,0,0,1
192,0,0,0,1,0,1,0,0,1,1
193,0,0,0,0,1,1,1,1,0,1
194,0,0,0,0,0,0,1,0,0,2
195,0,0,1,1,0,1,0,0,1,1
196,0,1,0,1,1,1,1,1,0,1
197,0,1,1,1,0,1,1,1,1,1
198,1,1,0,0,1,0,1,0,1,1
199,1,1,1,1,0,0,1,1,0,1
